left_velocity,right_velocity
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
64.266667,100.466667
98.066667,120.066667
150.800000,115.266667
146.333333,156.266667
165.200000,166.200000
176.466667,166.200000
188.200000,179.200000
195.066667,181.466667
195.266667,187.666667
205.933333,193.600000
199.866667,202.066667
211.266667,200.666667
206.933333,199.666667
211.800000,193.733333
213.200000,204.933333
214.733333,207.533333
205.933333,196.533333
214.933333,198.733333
211.200000,203.666667
216.533333,199.066667
211.066667,200.533333
213.066667,198.933333
207.333333,200.400000
213.333333,200.533333
212.666667,203.133333
215.466667,199.333333
217.400000,197.600000
215.066667,210.733333
216.266667,199.933333
213.333333,201.600000
210.066667,200.133333
205.600000,207.200000
211.800000,203.933333
182.533333,201.733333
30.000000,202.000000
-74.600000,200.000000
-92.333333,207.800000
13.400000,192.400000
107.066667,183.133333
140.533333,179.000000
153.733333,167.133333
164.133333,171.466667
169.466667,159.000000
188.000000,131.133333
192.266667,102.533333
199.466667,101.066667
199.400000,103.333333
163.933333,92.200000
41.066667,37.866667
-17.400000,26.866667
-13.133333,19.600000
-7.466667,17.266667
-5.133333,10.066667
-4.066667,6.066667
-0.000000,4.866667
-0.000000,4.066667
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
-0.000000,0.000000
